,youtuber,firstName,itemInSession,lastName,length,sessionId,video,userId
6855,The Unwinding Hours,Tegan,52,Levine,301.50485,992,There Are Worse Things Than Being Alone,80.0
6856,Shakira,Tegan,53,Levine,159.05913999999999,992,La Pared,80.0
6857,Vader,Tegan,54,Levine,245.86404,992,Fight Fire With Fire,80.0
6858,Combichrist,Lily,0,Burns,336.14322000000004,958,red signal,32.0
6859,Good Old War,Tegan,55,Levine,166.03383,992,Just Another Day,80.0
6860,Regina Spektor,Tegan,56,Levine,122.43546,992,Baobabs (Bonus Album Version),80.0
6861,Cartola,Tegan,57,Levine,208.92689,992,Sala De RecepÃÂ§ÃÂ£o,80.0
6862,The Offspring,Tegan,58,Levine,175.04608000000002,992,Not the One (Album Version),80.0
6863,Nirvana,Tegan,59,Levine,257.01832,992,Lithium,80.0
6864,The Radio Dept.,Tegan,60,Levine,163.36934,992,Where Damage Isn't Already Done,80.0
6865,OlÃÂ© OlÃÂ©,Tegan,61,Levine,247.87546,992,Con sÃÂ³lo una mirada,80.0
6866,Lady GaGa,Tegan,62,Levine,274.18077,992,Alejandro,80.0
6867,The Temper Trap,Tegan,63,Levine,275.40853,992,Fools,80.0
6868,The Avett Brothers,Tegan,64,Levine,244.29668999999998,992,Go To Sleep,80.0
6869,Mitch Ryder & The Detroit Wheels,Tegan,65,Levine,205.03465,992,Jenny Take A Ride (LP Version),80.0
6870,The Spill Canvas,Tegan,66,Levine,358.03382999999997,992,The TIde (LP Version),80.0
6871,Mogwai,Tegan,67,Levine,571.19302,992,Two Rights Make One Wrong,80.0
6872,Spor,Tegan,68,Levine,380.3424,992,Way Of The Samurai,80.0
6873,DJ Dizzy,Tegan,69,Levine,221.1522,992,Sexy Bitch,80.0
6874,Erik Hassle,Tegan,70,Levine,183.43138000000002,992,Hurtful,80.0
6875,,,0,,,952,,
6876,,,1,,,952,,
6877,,Aleena,2,Kirby,,952,,44.0
6878,,Tegan,71,Levine,,992,,80.0
6879,,Sylvie,0,Cruz,,932,,10.0
6880,,,0,,,964,,
6881,,Ryann,1,Smith,,964,,92.0
6882,Phoenix,Ryann,2,Smith,207.15057,964,Holdin' On Together,92.0
6883,Arctic Monkeys,Ryann,3,Smith,175.43791000000002,964,Mardy Bum,92.0
6884,tobyMac,Braden,0,Parker,229.69423999999998,801,Burn For You,74.0
6885,,Martin,0,Johnson,,996,,55.0
6886,Jadakiss / Swizz Beatz / OJ Da Juiceman,Martin,1,Johnson,191.84281000000001,996,Who's Real,55.0
6887,Florence + The Machine,Tucker,0,Garrison,219.66322000000002,976,Dog Days Are Over (Radio Edit),40.0
6888,The White Stripes,Tucker,1,Garrison,160.31302,976,Blue Orchid,40.0
6889,Plus One,Emily,0,Benson,231.8624,887,You (w/o Organ Version),58.0
6890,Counting Crows,Emily,1,Benson,272.79627999999997,887,Mr. Jones,58.0
6891,Pickin' On Series,Wyatt,0,Scott,199.41832,922,A Different City,9.0
6892,Eminem,Emily,2,Benson,320.83546,887,Hailie's Song,58.0
6893,Heart,Wyatt,1,Scott,270.18404,922,Wild Child,9.0
6894,,Wyatt,2,Scott,,922,,9.0
6895,,,3,,,922,,
6896,,,4,,,922,,
6897,,Wyatt,5,Scott,,922,,9.0
6898,Sergio Dalma,Emily,3,Benson,269.45261,887,La Vida Pasa,58.0
6899,AFI,Wyatt,6,Scott,256.86159,922,The Interview,9.0
6900,Four Year Strong,Emily,4,Benson,199.88853,887,This Body Pays The Bill$,58.0
6901,Two Door Cinema Club,Emily,5,Benson,168.09751,887,Undercover Martyn,58.0
6902,Jim Brickman;Herb Alpert;Bruce Upchurch,Emily,6,Benson,199.54893,887,Rendezvous,58.0
6903,Dominique A,Emily,7,Benson,153.20771000000002,887,Le Courage Des Oiseaux,58.0
6904,Pure Ecstasy,Emily,8,Benson,238.94159,887,Voices,58.0
6905,,Emily,9,Benson,,887,,58.0
6906,Juanes,Emily,10,Benson,211.77424,887,Bailala,58.0
6907,Fountains Of Wayne,Emily,11,Benson,197.40689,887,Stacy's Mom,58.0
6908,Beastie Boys,Emily,12,Benson,211.722,887,Unite (2009 Digital Remaster),58.0
6909,The Black Keys,Emily,13,Benson,211.01668999999998,887,Tighten Up,58.0
6910,LMFAO,Emily,14,Benson,183.74485,887,Yes,58.0
6911,David Bowie,Emily,15,Benson,174.41914,887,Sorrow (1997 Digital Remaster),58.0
6912,Ben Folds,Emily,16,Benson,254.17098,887,The Ascent Of Stan,58.0
6913,Kate Voegele,Emily,17,Benson,222.64118,887,One Way Or Another,58.0
6914,Relient K,Emily,18,Benson,238.94159,887,Jefferson Aeroplane [Demo],58.0
6915,Someone Still Loves You Boris Yeltsin,Emily,19,Benson,97.35791,887,Yr Broom (Cd),58.0
6916,Luis Miguel,Emily,20,Benson,256.13016,887,"Suena (""Some Day"" end title video ""The Hunchback of Notre Dame"")",58.0
6917,Efecto Mariposa,Emily,21,Benson,254.37995,887,Por quererte,58.0
6918,Dif Juz,Emily,22,Benson,219.16689,887,A Starting Point,58.0
6919,,Emily,23,Benson,,887,,58.0
6920,,Emily,24,Benson,,887,,58.0
6921,Jaci Velasquez,Emily,25,Benson,200.95955,887,Something (Album Version),58.0
6922,The Methadones,Emily,26,Benson,206.39302,887,Falling Forward,58.0
6923,SKOLD vs. KMFDM,Emily,27,Benson,254.4322,887,It's Not What,58.0
6924,Leatherface,Emily,28,Benson,221.09995,887,Broken,58.0
6925,Scooter,Emily,29,Benson,342.04689,887,Suavemente,58.0
6926,,Emily,30,Benson,,887,,58.0
6927,Kat DeLuna featuring Busta Rhymes,Emily,31,Benson,213.13261,887,Run The Show (featuring Busta Rhymes),58.0
6928,Boys Like Girls,Emily,32,Benson,232.22812000000002,887,Hero/Heroine,58.0
6929,Amy Winehouse,Emily,33,Benson,172.82567,887,Monkey Man,58.0
6930,Bebe And Cece Winans,Emily,34,Benson,281.59955,887,I.O.U. Me,58.0
6931,,Avery,0,Martinez,,140,,82.0
6932,Metric,Avery,1,Martinez,171.25832,140,Gimme Sympathy,82.0
6933,Coldplay,Emily,35,Benson,268.38159,887,Yellow,58.0
6934,Metallica,Avery,2,Martinez,505.52117999999996,140,Some Kind Of Monster,82.0
6935,Ok Go,Emily,36,Benson,230.29506,887,There's A Fire,58.0
6936,Die Mooskirchner,Emily,37,Benson,166.922,887,Reisende Freunde,58.0
6937,Method Man,Avery,3,Martinez,229.53751,140,Say,82.0
6938,Deadmau5,Emily,38,Benson,463.04607999999996,887,Slip,58.0
6939,,Emily,39,Benson,,887,,58.0
6940,ZZ Top,Avery,4,Martinez,354.29832000000005,140,Tush,82.0
6941,Stone Temple Pilots,Ava,0,Robinson,310.25587,988,Dead & Bloated (LP Version),50.0
6942,Jazzamor,Emily,40,Benson,195.5522,887,cherish (the night_ the life_ the moon),58.0
6943,The Cranberries,Avery,5,Martinez,141.50485,140,Carry On,82.0
6944,Joe Nichols,Emily,41,Benson,232.14975,887,Brokenheartsville,58.0
6945,Mutemath,Avery,6,Martinez,200.51546000000002,140,Spotlight,82.0
6946,Whiskeytown,Avery,7,Martinez,197.77261000000001,140,Mirror_ Mirror,82.0
6947,Chingy,Emily,42,Benson,266.34404,887,Gettin' It,58.0
6948,,Jayden,0,Duffy,,921,,76.0
6949,Die Mooskirchner,Jayden,1,Duffy,169.29914,921,Frisch und g'sund,76.0
6950,Keith Sweat,Avery,8,Martinez,56.058319999999995,140,Telephone Love (LP Version),82.0
6951,Digitalism,Avery,9,Martinez,171.96363,140,Moonlight,82.0
6952,Fountains Of Wayne,Emily,43,Benson,197.40689,887,Stacy's Mom,58.0
6953,Simian Mobile Disco,Avery,10,Martinez,257.35791,140,Clock,82.0
6954,Useless I.D.,Emily,44,Benson,190.98077,887,State Of Fear,58.0
6955,Ashanti,Emily,45,Benson,232.25423999999998,887,Foolish,58.0
6956,Markus KrunegÃÂ¥rd,Avery,11,Martinez,185.5473,140,Genom tunna tyger,82.0
6957,Billy Idol,Avery,12,Martinez,335.38567,140,Rebel Yell (Acoustic Live on KROQ) (2001 Digital Remaster),82.0
6958,Abba,Emily,46,Benson,189.96200000000002,887,Hasta Manana,58.0
6959,Santogold,Emily,47,Benson,192.46975,887,Lights Out,58.0
6960,John Mayer,Avery,13,Martinez,494.34077,140,Come Back To Bed,82.0
6961,Evergreen Terrace,Emily,48,Benson,155.92444,887,Burned Alive By Time,58.0
6962,,Avery,14,Martinez,,140,,82.0
6963,Ladytron,Emily,49,Benson,215.11791000000002,887,Ghosts (Toxic Avenger Mix),58.0
6964,Feist,Emily,50,Benson,184.94648999999998,887,My Moon My Man,58.0
6965,Hollywood Undead,Avery,15,Martinez,196.41423999999998,140,Young,82.0
6966,Amorphis,Emily,51,Benson,299.07546,887,Towards And Against,58.0
6967,Drowning Pool,Avery,16,Martinez,201.63873,140,Bodies,82.0
6968,I-Wayne,Avery,17,Martinez,213.86404,140,Living In Love,82.0
6969,,,0,,,997,,
6970,Portishead,Avery,18,Martinez,254.04036000000002,140,Sour Times,82.0
6971,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Avery,19,Martinez,277.15873,140,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),82.0
6972,,,1,,,997,,
6973,Angels and Airwaves,Avery,20,Martinez,302.05342,140,The Gift,82.0
6974,The Crests,Avery,21,Martinez,182.88281,140,16 Candles,82.0
6975,,Avery,22,Martinez,,140,,82.0
6976,,,23,,,140,,
6977,,,24,,,140,,
6978,,,25,,,140,,
6979,,Avery,26,Martinez,,140,,82.0
6980,Pet Shop Boys,Avery,27,Martinez,299.02322000000004,140,It's A Sin (2001 Digital Remaster),82.0
6981,,Avery,28,Martinez,,140,,82.0
6982,Paramore,Avery,29,Martinez,267.65016,140,The Only Exception (Album Version),82.0
6983,Carla Bruni,Avery,30,Martinez,153.20771000000002,140,Promises Like Pie-Crust (Album),82.0
6984,Skillet,Avery,31,Martinez,232.46322,140,Comatose (Comes Alive Version),82.0
6985,Concrete Blonde,Adler,0,Barrera,270.28853,942,Bloodletting (The Vampire Song),100.0
6986,Violeta Parra,Avery,32,Martinez,123.34975,140,Parabienes Al Reves,82.0
6987,Jonathan Coulton,Avery,33,Martinez,208.03873000000002,140,Chiron Beta Prime,82.0
6988,Nirvana,Avery,34,Martinez,219.08853,140,Come As You Are,82.0
6989,Metallica,Avery,35,Martinez,385.43627999999995,140,Broken_ Beat & Scarred,82.0
6990,OneRepublic,Jayden,0,Fox,252.70812,955,Someone To Save You,101.0
6991,Bell Biv DeVoe,Avery,36,Martinez,262.00771000000003,140,Poison,82.0
6992,Kalle Baah,Jayden,1,Fox,273.76281,955,Ugly Girls,101.0
6993,Coldplay,Avery,37,Martinez,273.47546,140,Trouble,82.0
6994,Metric,Avery,38,Martinez,172.69506,140,The List,82.0
6995,Everything But The Girl,Avery,39,Martinez,259.082,140,Better Things,82.0
6996,Calle 13,Avery,40,Martinez,290.84689,140,Un Beso de Desayuno,82.0
6997,Justin Bieber,Avery,41,Martinez,214.67382999999998,140,One Time,82.0
6998,Ashanti,Avery,42,Martinez,232.25423999999998,140,Foolish,82.0
6999,The Darkness,Avery,43,Martinez,217.05097999999998,140,I Believe In A Thing Called Love,82.0
7000,Muse,Avery,44,Martinez,209.34485,140,Supermassive Black Hole (Album Version),82.0
7001,Choeur ArmÃÂ©nien de Sofia,Avery,45,Martinez,121.5473,140,Le Corps de Notre Seigneur,82.0
7002,Gyptian,Avery,46,Martinez,199.13098,140,Beautiful Lady,82.0
7003,Alliance Ethnik,Avery,47,Martinez,252.21178999999998,140,ReprÃÂ©sente,82.0
7004,Jason Aldean,Avery,48,Martinez,305.52771,140,Hicktown,82.0
7005,The Rascals,Avery,49,Martinez,152.18893,140,Love Is A Beautiful Thing (LP Version),82.0
7006,Keisha White,Avery,50,Martinez,251.42812,140,Brother,82.0
7007,Future Rock,Avery,51,Martinez,239.90812000000003,140,Gears,82.0
7008,The Power Station,Avery,52,Martinez,305.16200000000003,140,Some Like It Hot,82.0
7009,Sea Wolf,Avery,53,Martinez,225.80200000000002,140,Black Dirt (Album),82.0
7010,Rosana,Zachary,0,Thomas,250.33097999999998,819,Pa Ti No Estoy,19.0
7011,Jonny Lang,Kate,0,Harrell,246.04689,944,Give Me Up Again,97.0
7012,Enrique Iglesias,Avery,54,Martinez,217.99138,140,DÃÂ­melo,82.0
7013,Eddie Vedder,Zachary,1,Thomas,236.30322,819,Society,19.0
7014,,Zachary,2,Thomas,,819,,19.0
7015,Billy Bragg,Kate,1,Harrell,153.44281,944,To Have And To Have Not,97.0
7016,,Zachary,3,Thomas,,819,,19.0
7017,Atreyu,Kate,2,Harrell,239.20281,944,This Flesh A Tomb (Album Version),97.0
7018,Race Car Riot,Kate,3,Harrell,257.30567,944,The Last In 4000,97.0
7019,,Anabelle,0,Simpson,,974,,69.0
7020,Sam Cooke,Kate,4,Harrell,122.04363000000001,944,Ain't Misbehavin,97.0
7021,Timbaland / Attitude / Keri Hilson,Kate,5,Harrell,274.85995,944,Hello,97.0
7022,Taylor Swift,Kate,6,Harrell,233.89995,944,Love Story,97.0
7023,TV On The Radio,Kate,7,Harrell,338.36363,944,Heroes,97.0
7024,Jowell & Randy,Kate,8,Harrell,238.91546,944,Velandote,97.0
7025,Luiz Bonfa / Oscar Castro Neves / Lalo Schifrin,Kate,9,Harrell,202.29179,944,Bossa Nova Cha Cha,97.0
7026,Junior Vasquez,Kate,10,Harrell,406.12526,944,Get Your Hands Off My Man (Nush Chocolate Factory Mix),97.0
7027,Peter Case,Kate,11,Harrell,272.24771,944,Two Angels,97.0
7028,Metric,Kate,12,Harrell,286.24934,944,Help I'm Alive,97.0
7029,Eminem,Kate,13,Harrell,237.40036,944,Medicine Ball,97.0
7030,Zero 7,Kate,14,Harrell,380.26403999999997,944,All Of Us,97.0
7031,Akon,Kate,15,Harrell,260.8322,944,Keep You Much Longer,97.0
7032,Local Natives,Kate,16,Harrell,266.05669,944,Wide Eyes,97.0
7033,Erykah Badu,Kate,17,Harrell,286.9024,944,Back In The Day,97.0
7034,Magnet,Kate,18,Harrell,216.45016,944,Where Happiness Lives,97.0
7035,,Kate,19,Harrell,,944,,97.0
7036,,Kate,20,Harrell,,944,,97.0
7037,Escape The Fate,Kate,21,Harrell,217.28607999999997,944,Something,97.0
7038,Modjo,Kate,22,Harrell,305.44934,944,Lady (Hear Me Tonight),97.0
7039,Ron Carter,Kate,23,Harrell,497.13587,944,I CAN'T GET STARTED,97.0
7040,Four Day Hombre,Kate,24,Harrell,332.5122,944,Inertia,97.0
7041,Michael Franks,Katherine,0,Gay,282.01751,321,Rainy Night In Tokyo (Remastered LP Version),57.0
7042,Missy Elliott,Kate,25,Harrell,246.17751,944,The Rain  [Supa Dupa Fly]  (LP Version),97.0
7043,Hombres G,Kate,26,Harrell,296.30649,944,Que soy yo para ti (Radio edit),97.0
7044,Flo Rida,Kate,27,Harrell,230.05995,944,Elevator [Feat. Timbaland] (Album Version),97.0
7045,Another Sunny Day,Kate,28,Harrell,173.21751,944,Rio,97.0
7046,,Kate,29,Harrell,,944,,97.0
7047,Sikth,Kate,30,Harrell,250.53995,944,Peep Show,97.0
7048,,Anabelle,0,Simpson,,1019,,69.0
7049,The Funky Lowlives,Anabelle,1,Simpson,280.34567000000004,1019,Sail Into the Sun,69.0
7050,,Evelin,0,Ayala,,971,,34.0
7051,They Might Be Giants,Kate,31,Harrell,116.45342,944,Particle Man (LP Version),97.0
7052,Lily Allen,Anabelle,2,Simpson,195.23873,1019,Cheryl Tweedy,69.0
7053,Micachu,Kate,32,Harrell,52.74077,944,Sweetheart,97.0
7054,Light Of The World,Kate,33,Harrell,207.0722,944,"Midnight Groovin' (7"" Version) (2006 Digital Remaster)",97.0
7055,Dan the Automator_ Del The Funky Homosapien_ Kid Koala,Anabelle,3,Simpson,246.69995,1019,Battle Song,69.0
7056,MC Hammer,Kate,34,Harrell,238.88934,944,Addams Groove,97.0
7057,La Polla Records,Anabelle,4,Simpson,190.77178999999998,1019,Eutanasia,69.0
7058,Coldplay,Kate,35,Harrell,294.1122,944,Fix You,97.0
7059,Coldplay,Kate,36,Harrell,368.09098,944,Fix You (Live),97.0
7060,,,0,,,1014,,
7061,The Strokes,Kate,37,Harrell,196.28363000000002,944,Juicebox,97.0
7062,,Devin,0,Larson,,875,,60.0
7063,Fall Out Boy,Devin,1,Larson,180.40118,875,Dance_ Dance,60.0
7064,Bright Eyes,Kate,38,Harrell,224.80934,944,At The Bottom Of Everything,97.0
7065,BeyoncÃÂ©,Kate,39,Harrell,227.65669,944,Irreplaceable,97.0
7066,Big D and The Kids Table,Kate,40,Harrell,184.842,944,Shining On (feat. Scott Grella) (Grella's Techno Remix),97.0
7067,,Bronson,0,Harris,,941,,33.0
7068,Iron Maiden,Bronson,1,Harris,409.5473,941,Ghost Of The Navigator,33.0
7069,Nada Surf,Cecilia,0,Owens,298.44853,948,Comes A Time,6.0
7070,Toto,Cecilia,1,Owens,411.19302000000005,948,Home Of The Brave,6.0
7071,Relient K,Ayla,0,Johnson,240.92689,949,I So Hate Consequences (Album Version),63.0
7072,Silverchair,Kynnedi,0,Sanchez,242.96444,927,The Greatest View (Album Version),89.0
7073,Morcheeba,Makinley,0,Jones,347.71546,881,The Sea,17.0
7074,Alliance Ethnik,Kynnedi,1,Sanchez,195.94404,927,SinceritÃÂ© Et Jalousie,89.0
7075,The Notorious B.I.G.,Makinley,1,Jones,223.73832000000002,881,Unbelievable (Amended Version),17.0
7076,,Cierra,0,Finley,,810,,96.0
7077,No Doubt / Bounty Killer,Cierra,1,Finley,206.65424,810,Hey Baby,96.0
7078,,,0,,,911,,
7079,Cut Copy,Cierra,2,Finley,299.44118,810,Lights & Music,96.0
7080,,Lily,0,Burns,,1002,,32.0
7081,The Black Keys,Lily,1,Burns,211.01668999999998,1002,Tighten Up,32.0
7082,Eagles,Tegan,0,Levine,181.86404,1004,Earlybird (LP Version),80.0
7083,Derek Webb,Jacqueline,0,Lynch,166.19057,963,Please_ Before I Go,29.0
7084,The Agony Scene,Cierra,3,Finley,175.85586999999998,810,Screams Turn To Silence (Album Version),96.0
7085,Moving Mountains,Jacqueline,1,Lynch,513.07057,963,8105,29.0
7086,Switchblade Symphony,Tegan,1,Levine,248.34567,1004,Dollhouse,80.0
7087,Mr Sam ft. Kirsty Hawkshaw,Tegan,2,Levine,487.99302,1004,Insight,80.0
7088,The Temper Trap,Jacqueline,2,Lynch,192.67873,963,Fader,29.0
7089,,,0,,,1023,,
7090,The B-52's,Jacqueline,3,Lynch,321.54077,963,Love Shack,29.0
7091,Angus & Julia Stone,Tegan,3,Levine,262.42567,1004,Jewels And Gold,80.0
7092,Harmonia,Tegan,4,Levine,655.77751,1004,Sehr kosmisch,80.0
7093,Spinal Tap,Jacqueline,4,Lynch,135.78404,963,Jazz Oddyssey III,29.0
7094,Peter Sellers,Jordan,0,Hicks,142.39302,1000,She Loves You,37.0
7095,Kings Of Convenience,Jacqueline,5,Lynch,188.44689,963,Me In You,29.0
7096,Hellhammer,Jordan,1,Hicks,241.71057000000002,1000,Maniac,37.0
7097,Five Iron Frenzy,Jacqueline,6,Lynch,236.09423999999999,963,Canada,29.0
7098,Elbow,Jacqueline,7,Lynch,221.85751000000002,963,Grounds For Divorce,29.0
7099,Kreator,Emily,0,Benson,294.53016,1013,Riot Of Violence,58.0
7100,,,1,,,1023,,
7101,,,2,,,1023,,
7102,Slightly Stoopid,Tegan,5,Levine,145.76281,1004,Anti Socialistic,80.0
7103,Pavement,Jacqueline,8,Lynch,149.83791000000002,963,Heaven Is A Truck,29.0
7104,Ryan Bingham,Tegan,6,Levine,123.11465,1004,Boracho Station,80.0
7105,,Jacqueline,9,Lynch,,963,,29.0
7106,The Swell Season,Emily,1,Benson,201.82159,1013,Paper Cup,58.0
7107,Shakira,Tegan,7,Levine,192.70485,1004,Did it Again,80.0
7108,PJ Harvey,Jacqueline,10,Lynch,227.5522,963,This Is Love,29.0
7109,Gibonni,Emily,2,Benson,379.68934,1013,OVO MI JE `KOLA,58.0
7110,Lifehouse,Tegan,8,Levine,181.26322,1004,From Where You Are,80.0
7111,Joe Vasconcellos,Jacqueline,11,Lynch,262.5824,963,Las seis,29.0
7112,Juanes,Tegan,9,Levine,266.50077000000005,1004,Tu Y Yo,80.0
7113,Rage Against The Machine,Jacqueline,12,Lynch,338.46812,963,The Ghost Of Tom Joad,29.0
7114,,Tegan,10,Levine,,1004,,80.0
7115,Extremoduro,Tegan,11,Levine,281.3122,1004,Cerca del suelo,80.0
7116,Eric Church,Theodore,0,Harris,229.56363,929,How 'Bout You,14.0
7117,,Lily,0,Burns,,1032,,32.0
7118,The Decemberists,Lily,1,Burns,248.55465,1032,Billy Liar,32.0
7119,,Jacqueline,13,Lynch,,963,,29.0
7120,Coldplay,Tegan,12,Levine,237.45261000000002,1004,42,80.0
7121,Talkdemonic,Theodore,1,Harris,129.85424,929,Mountaintops In Caves,14.0
7122,Gary Allan,Theodore,2,Harris,244.34892999999997,929,Best I Ever Had,14.0
7123,Buju Banton,Tegan,13,Levine,247.19627999999997,1004,My Woman Now,80.0
7124,Thirteen Senses,Tegan,14,Levine,218.5922,1004,Into The Fire,80.0
7125,,Chloe,3,Cuevas,,1023,,49.0
7126,B.o.B,Tegan,15,Levine,269.63546,1004,Nothin' On You [feat. Bruno Mars] (Album Version),80.0
7127,Angels Of Light & Akron/Family,Ryan,0,Smith,150.33424,991,Awake,26.0
7128,,Tegan,16,Levine,,1004,,80.0
7129,,Tegan,17,Levine,,1004,,80.0
7130,,,18,,,1004,,
7131,Daddy Yankee,Chloe,4,Cuevas,218.20036000000002,1023,Que Tengo Que Hacer,49.0
7132,Simian Mobile Disco,Chloe,5,Cuevas,198.53016000000002,1023,I Believe,49.0
7133,Arctic Monkeys,Chloe,6,Cuevas,193.43628,1023,From The Ritz To The Rubble,49.0
7134,,Chloe,7,Cuevas,,1023,,49.0
7135,Plain White T's,Chloe,8,Cuevas,232.202,1023,Hey There Delilah,49.0
7136,The Dead Weather,Chloe,9,Cuevas,216.92036000000002,1023,Hang You From The Heavens,49.0
7137,,Chloe,10,Cuevas,,1023,,49.0
7138,,,0,,,984,,
7139,,Layla,1,Griffin,,984,,24.0
7140,Temple Of The Dog,Layla,2,Griffin,243.9571,984,Hunger Strike,24.0
7141,Port O'Brien,Mohammad,0,Rodriguez,339.06892999999997,999,Close The Lid,88.0
7142,E.s.t.,Layla,3,Griffin,103.65342,984,Ajar,24.0
7143,Discovery,Layla,4,Griffin,153.83465,984,Its Not My Fault (Its My Fault),24.0
7144,,Mohammad,1,Rodriguez,,999,,88.0
7145,Jack's Mannequin,Layla,5,Griffin,251.92444,984,Dark Blue (Album Version),24.0
7146,Fisher,Mohammad,2,Rodriguez,133.98158999999998,999,Rianna,88.0
7147,Cat Stevens,Mohammad,3,Rodriguez,200.202,999,Wild World,88.0
7148,Musiq / Ayana,Layla,6,Griffin,286.37995,984,Girl Next Door,24.0
7149,Zee Avi,Mohammad,4,Rodriguez,162.61178999999998,999,Darling,88.0
7150,McGuinn_ Clark & Hillman,Layla,7,Griffin,256.9922,984,Little Mama,24.0
7151,Band Of Horses,Mohammad,5,Rodriguez,321.14893,999,The Funeral (Album Version),88.0
7152,Dead Kennedys,Layla,8,Griffin,216.842,984,Halloween,24.0
7153,Deftones,Mohammad,6,Rodriguez,268.01587,999,Rx Queen (LP Version),88.0
7154,Eric Clapton,Layla,9,Griffin,279.95383,984,Smile,24.0
7155,Katy Perry,Mohammad,7,Rodriguez,179.40853,999,I Kissed A Girl,88.0
7156,Bebo Norman,Layla,10,Griffin,178.65098,984,Perhaps She'll Wait,24.0
7157,Dwight Yoakam,Mohammad,8,Rodriguez,227.05587000000003,999,Listen (LP Version),88.0
7158,,Mohammad,9,Rodriguez,,999,,88.0
7159,,,10,,,999,,
7160,Four Tet,Layla,11,Griffin,101.69424000000001,984,Harmony One,24.0
7161,THERION,Layla,12,Griffin,293.45914,984,The Khlysti Evangelist,24.0
7162,,,11,,,999,,
7163,,,12,,,999,,
7164,Shakira,Layla,13,Griffin,232.25423999999998,984,Donde Estas Corazon,24.0
7165,Luke Bryan,Layla,14,Griffin,242.36362999999997,984,All My Friends Say,24.0
7166,Miike Snow,Layla,15,Griffin,263.88853,984,Animal,24.0
7167,Iyaz,Layla,16,Griffin,181.9424,984,Replay,24.0
7168,Slightly Stoopid,Layla,17,Griffin,243.46077000000002,984,Officer,24.0
7169,Pulp,Layla,18,Griffin,270.75872999999996,984,Mile End,24.0
7170,Sting,Layla,19,Griffin,360.85506000000004,984,When We Dance,24.0
7171,,,0,,,1042,,
7172,Portishead,Layla,20,Griffin,347.76771,984,Threads,24.0
7173,Cliff Richard & The Shadows,Layla,21,Griffin,130.45506,984,Nine Times Out Of Ten (1998 Digital Remaster),24.0
7174,,Layla,22,Griffin,,984,,24.0
7175,Regina Spektor,Layla,23,Griffin,188.36853,984,Ghost Of Corporate Future [Live in California 2006],24.0
7176,Built To Spill,Layla,24,Griffin,390.26892999999995,984,Good Ol' Boredom,24.0
7177,Esperanza Spalding,Layla,25,Griffin,306.83383,984,Loro,24.0
7178,Trey Songz,Ava,0,Robinson,223.97342000000003,908,Brand New,13.0
7179,Justin Timberlake,Layla,26,Griffin,267.25832,984,Rock Your Body,24.0
7180,Tub Ring,Ava,1,Robinson,233.69097999999997,908,Invalid,13.0
7181,Shinedown,Layla,27,Griffin,200.07138,984,Cry For Help (Album Version),24.0
7182,Annuals,Layla,28,Griffin,348.15955,984,Complete_ Or Completing,24.0
7183,Joshua Radin,Layla,29,Griffin,160.44363,984,Everything'll Be Alright (Will's Lullaby),24.0
7184,Il Divo,Layla,30,Griffin,227.42158999999998,984,The Winner Takes It All (Va Todo Al Ganador),24.0
7185,Jesse Cook,Layla,31,Griffin,214.83057000000002,984,Olodum,24.0
7186,,Jacob,0,Klein,,954,,73.0
7187,The All-American Rejects,Jacob,1,Klein,194.55955,954,Dirty Little Secret,73.0
7188,Edward Sharpe & The Magnetic Zeros,Layla,32,Griffin,306.31138,984,Home,24.0
7189,Rhapsody,Jacob,2,Klein,555.91138,954,The Mighty Ride Of The Firelord,73.0
7190,Hollywood Undead,Layla,33,Griffin,161.25342,984,Pain,24.0
7191,Helloween,Layla,34,Griffin,345.36444,984,Back Against The Wall,24.0
7192,Rosi Golan,Jacob,3,Klein,189.3873,954,Think of Me,73.0
7193,Usher Featuring Kelis,Layla,35,Griffin,269.40036000000003,984,U Don't Have To Call,24.0
7194,,Lily,0,Burns,,1036,,32.0
7195,Timbaland / Justin Timberlake / Nelly Furtado,Lily,1,Burns,235.2322,1036,Give It To Me,32.0
7196,Eminem / Dr. Dre / 50 Cent,Jacob,4,Klein,297.482,954,Crack A Bottle,73.0
7197,Bryan Adams,Layla,36,Griffin,201.1424,984,Don't Ya Say It,24.0
7198,Madonna,Lily,2,Burns,220.29016000000001,1036,Revolver [feat. Lil Wayne],32.0
7199,The Roots,Jacob,5,Klein,393.29913999999997,954,Grits,73.0
7200,Nirvana,Layla,37,Griffin,186.48771000000002,984,Breed,24.0
7201,Gino Vannelli,Layla,38,Griffin,198.73914,984,People Gotta Move,24.0
7202,The Roots / Wadud Ahmad,Jacob,6,Klein,170.70975,954,Take It There,73.0
7203,Coldplay,Layla,39,Griffin,298.762,984,Shiver,24.0
7204,LCD Soundsystem,Jacob,7,Klein,298.89261,954,Tribulations,73.0
7205,Cartel,Layla,40,Griffin,223.79057000000003,984,Luckie Street,24.0
7206,Carter Burwell,Jacob,8,Klein,138.70975,954,Bella's Lullaby (Twilight Soundtrack Version),73.0
7207,The Coral,Layla,41,Griffin,237.63546000000002,984,Fireflies,24.0
